icao24,origin_country,velocity,on_ground
4acb02,Sweden,194.05,False
3c665a,Germany,152.0,False
4acb04,Sweden,232.03,False
801689,India,139.19,False
4bc8c9,Turkey,65.58,False
4bc8c6,Turkey,198.45,False
4bc8c7,Turkey,222.09,False
4bc8c4,Turkey,230.42,False
801681,India,277.42,False
44028f,Austria,40.51,False
4bc8d0,Turkey,204.38,False
80167e,India,10.29,True
4952a8,Portugal,330.68,False
3c6678,Germany,0.0,True
4952a9,Portugal,256.11,False
80167b,India,229.18,False
3dbc00,Germany,35.36,False
80167f,India,187.92,False
3c666a,Germany,128.5,False
511171,Estonia,239.83,False
abb3be,United States,3.34,True
a5f808,United States,233.3,False
3c666b,Germany,102.5,False
801698,India,170.02,False
841a6c,Japan,265.89,False
3c6670,Germany,9.26,True
4bc8d3,Turkey,5.4,True
4bc8d4,Turkey,195.36,False
3c6674,Germany,149.53,False
e8025e,Chile,242.67,False
80164b,India,177.27,False
3442cc,Spain,116.59,False
80164f,India,153.98,False
a35592,United States,0.0,True
471efa,Hungary,226.21,False
408142,United Kingdom,245.62,False
47b217,Norway,235.0,False
471efb,Hungary,183.42,False
47887e,Norway,129.35,False
471eff,Hungary,187.3,False
471efd,Hungary,178.36,False
40812e,United Kingdom,221.34,False
e80273,Chile,271.91,False
4b1870,Switzerland,228.44,False
801666,India,246.35,False
44029d,Austria,55.8,False
80165a,India,232.14,False
80165d,India,253.79,False
801669,India,219.5,False
4b1865,Switzerland,249.56,False
511194,Estonia,197.49,False
a3689e,United States,0.06,True
801675,India,61.06,False
3442c2,Spain,150.01,False
801673,India,216.96,False
e8027a,Chile,273.9,False
801671,India,4.63,True
3455da,Spain,257.56,False
861f3c,Japan,146.33,False
4acb41,Sweden,232.74,False
4acb42,Sweden,236.84,False
4acb44,Sweden,208.96,False
4b187b,Switzerland,0.0,True
4b187d,Switzerland,250.87,False
4b187e,Switzerland,197.67,False
4b187f,Switzerland,271.42,False
3455cb,Spain,218.21,False
3b7b21,France,137.04,False
accd69,United States,288.36,False
440248,Austria,10.29,True
4b1885,Switzerland,5.66,True
4b1887,Switzerland,258.43,False
3c5ee8,Germany,65.58,False
3c5ee7,Germany,195.51,False
3c5ee6,Germany,176.78,False
e8021c,Chile,233.11,False
861f5e,Japan,301.38,False
3c5ee9,Germany,224.21,False
4bc8cd,Turkey,231.72,False
4bc8ce,Turkey,220.75,False
3c65d4,Germany,204.32,False
4bc8cb,Turkey,0.13,True
4bc8cc,Turkey,225.28,False
3c65d2,Germany,258.03,False
3c65d1,Germany,60.56,False
4bc8ca,Turkey,210.81,False
3c65c7,Germany,256.7,False
3c65c5,Germany,155.67,False
3c65c4,Germany,128.25,False
3c65c9,Germany,250.99,False
3c65c8,Germany,229.09,False
0800bf,United Republic of Tanzania,100.35,False
3c5ee4,Germany,206.65,False
3c5ee3,Germany,212.17,False
800373,India,102.48,False
3c5ee2,Germany,65.34,False
3c5ee1,Germany,215.94,False
ae0136,United States,211.51,False
3c5ef6,Germany,232.92,False
46b82a,Greece,195.0,False
46b82b,Greece,202.85,False
3b7b3f,France,156.01,False
3c5eed,Germany,213.07,False
80169b,India,68.34,False
46b82f,Greece,151.8,False
ae1461,United States,249.72,False
3c5eeb,Germany,208.0,False
3c5ef0,Germany,181.07,False
3c5ef5,Germany,129.01,False
3c65cc,Germany,215.48,False
3c65cb,Germany,241.34,False
46b832,Greece,198.32,False
46b830,Greece,220.09,False
0c4185,Dominican Republic,235.07,False
851936,Japan,271.16,False
44020a,Austria,233.67,False
c82424,New Zealand,39.73,False
847c18,Japan,257.55,False
a4c592,United States,242.39,False
46b824,Greece,222.66,False
46b823,Greece,206.38,False
46b828,Greece,214.68,False
a83e49,United States,0.0,True
46b826,Greece,213.76,False
440237,Austria,162.66,False
867fac,Japan,164.48,False
4acb5a,Sweden,95.75,False
47880f,Norway,140.54,False
440224,Austria,256.57,False
47b0e7,Norway,225.8,False
758368,Philippines,259.37,False
8014a4,India,208.88,False
8014a5,India,214.26,False
7c4990,Australia,127.23,False
7c7ccc,Australia,79.86,False
4aca9a,Sweden,237.72,False
c03517,Canada,204.34,False
c8243a,New Zealand,4.63,True
7c1c55,Australia,125.93,False
87455c,Japan,237.26,False
343194,Spain,224.51,False
8014b2,India,180.2,False
885221,Thailand,218.29,False
8014b4,India,181.27,False
a26a4f,United States,200.26,False
4a09b2,Romania,195.21,False
8014ad,India,200.01,False
8014ae,India,240.78,False
861e9a,Japan,165.2,False
45c089,Denmark,28.41,False
e4808c,Brazil,184.54,False
393322,France,198.96,False
4aca85,Sweden,219.89,False
ab5d52,United States,262.98,False
4aca88,Sweden,151.85,False
8a047a,Indonesia,239.71,False
4aca87,Sweden,236.7,False
e0b244,Argentina,243.85,False
800da0,India,0.9,True
800da3,India,225.6,False
c81d80,New Zealand,134.79,False
84d283,Japan,216.09,False
a65454,United States,257.06,False
4aca94,Sweden,237.44,False
7c3631,Australia,7.72,True
4aca96,Sweden,185.33,False
7c3633,Australia,65.9,False
4aca99,Sweden,239.37,False
4aca98,Sweden,119.59,False
34448d,Spain,69.46,False
800db0,India,99.19,False
4aca8b,Sweden,149.64,False
4aca8a,Sweden,239.1,False
ac47de,United States,256.73,False
8014e4,India,203.4,False
e49eeb,Brazil,96.41,False
a27197,United States,9.77,True
8014da,India,120.58,False
861e78,Japan,39.1,True
8014db,India,154.97,False
70804d,Lao People's Democratic Republic,184.04,False
3b7b64,France,121.67,False
3c65da,Germany,231.48,False
758339,Philippines,265.35,False
758338,Philippines,240.7,False
4400f3,Austria,233.39,False
8014f3,India,204.12,False
344481,Spain,257.76,False
8014ed,India,185.19,False
4520d4,Bulgaria,207.1,False
8001bb,India,177.61,False
75831c,Philippines,111.19,False
8a0451,Indonesia,240.89,False
471f9a,Hungary,243.1,False
8014ea,India,122.66,False
471f9e,Hungary,250.0,False
758302,Philippines,270.9,False
343141,Spain,178.56,False
86d5e5,Japan,212.62,False
8014af,India,238.84,False
471f81,Hungary,230.95,False
495305,Portugal,93.18,False
495306,Portugal,241.63,False
e0b286,Argentina,8.23,True
495307,Portugal,264.57,False
485990,Kingdom of the Netherlands,57.18,False
8014bc,India,199.29,False
a3914c,United States,66.27,False
471f6d,Hungary,230.35,False
495301,Portugal,210.53,False
471f6e,Hungary,176.18,False
e49ed5,Brazil,235.75,False
495302,Portugal,208.1,False
471f6b,Hungary,185.94,False
e48ba7,Brazil,277.7,False
8014d3,India,217.61,False
4520eb,Bulgaria,4.37,True
86cee7,Japan,154.3,False
34444b,Spain,85.11,False
8014cf,India,0.9,False
471f7a,Hungary,237.57,False
344459,Spain,271.07,False
758309,Philippines,175.65,False
758307,Philippines,0.0,True
471f66,Hungary,183.86,False
3c6744,Germany,12.35,True
471f67,Hungary,244.47,False
440cff,Austria,1.29,True
3c6747,Germany,173.21,False
471f64,Hungary,229.04,False
0d0b4b,Mexico,103.57,False
344449,Spain,85.4,False
3c6741,Germany,65.89,False
471f4c,Hungary,248.43,False
344446,Spain,69.45,False
3c6757,Germany,212.02,False
471f77,Hungary,224.3,False
471f78,Hungary,239.99,False
e4936a,Brazil,0.45,False
3c6758,Germany,1.03,True
471f72,Hungary,70.85,False
471f70,Hungary,229.12,False
440cf8,Austria,142.46,False
7809b6,China,234.6,False
e48045,Brazil,0.9,True
471f5c,Hungary,242.39,False
3c6752,Germany,136.25,False
4400b3,Austria,243.03,False
4400b2,Austria,0.0,True
408064,United Kingdom,249.4,False
408062,United Kingdom,248.75,False
408066,United Kingdom,50.2,False
4400dc,Austria,236.29,False
3c674e,Germany,232.08,False
3c674d,Germany,169.3,False
a59601,United States,246.12,False
40804e,United Kingdom,244.69,False
471f58,Hungary,206.89,False
471f55,Hungary,242.52,False
a7615f,United States,332.65,False
408053,United Kingdom,223.58,False
408051,United Kingdom,171.78,False
7809bd,China,68.56,False
408052,United Kingdom,69.13,False
34440b,Spain,248.82,False
a189f2,United States,163.7,False
471f3d,Hungary,55.96,False
344416,Spain,210.0,False
3c6702,Germany,243.96,False
3c6706,Germany,118.44,False
440cbe,Austria,249.69,False
45a9cb,Denmark,66.56,False
801602,India,225.0,False
3c6711,Germany,179.18,False
3c6714,Germany,249.39,False
801605,India,223.72,False
801606,India,189.7,False
440cb1,Austria,110.99,False
801613,India,218.34,False
801611,India,203.62,False
440cdb,Austria,186.91,False
471f03,Hungary,243.19,False
c02cf1,Canada,297.99,False
471f05,Hungary,247.75,False
40809b,United Kingdom,65.99,False
0d120c,Mexico,244.4,False
398e26,France,227.74,False
398e25,France,246.1,False
7c3607,Australia,47.51,False
a6eacf,United States,3.6,True
a977bb,United States,259.89,False
7c2f20,Australia,53.51,False
398e28,France,66.64,False
4008ae,United Kingdom,106.81,False
a08021,United States,225.4,False
5003e6,San Marino,140.26,False
885283,Thailand,192.16,False
a88d62,United States,181.99,False
a27cb4,United States,130.36,False
440ce0,Austria,258.66,False
3c671a,Germany,103.12,False
0d1233,Mexico,192.34,False
408092,United Kingdom,240.75,False
4951cc,Portugal,117.38,False
a0934f,United States,65.02,False
80174a,India,138.35,False
c07e2c,Canada,226.73,False
40822d,United Kingdom,157.61,False
a72640,United States,50.39,False
3c6583,Germany,60.81,False
aa44d0,United States,147.65,False
c02ed9,Canada,260.98,False
3c6581,Germany,6.69,True
407b55,United Kingdom,193.53,False
80175a,India,1.54,True
408238,United Kingdom,84.61,False
80175f,India,222.92,False
505ceb,Slovakia,245.92,False
3c658b,Germany,226.58,False
e49f43,Brazil,218.0,False
505cea,Slovakia,226.16,False
e49f44,Brazil,199.81,False
3c658e,Germany,120.27,False
7c6c53,Australia,0.0,True
7c6c52,Australia,4.12,True
801771,India,183.81,False
02a1a4,Tunisia,203.86,False
3c6590,Germany,189.52,False
801778,India,70.32,False
c02ec7,Canada,269.47,False
3c6598,Germany,240.82,False
7c23d1,Australia,52.17,False
39d314,France,264.27,False
408227,United Kingdom,218.98,False
39d315,France,2.83,True
39d319,France,210.35,False
3dd55f,Germany,46.37,False
408228,United Kingdom,217.66,False
39d311,France,248.13,False
40820e,United Kingdom,189.77,False
a9a1ea,United States,38.81,False
40820f,United Kingdom,223.44,False
4690fa,Greece,0.0,True
47bf9d,Norway,227.96,False
a2d3b3,United States,256.08,False
3a2589,France,207.46,False
80173b,India,0.0,False
801746,India,269.19,False
7c49fb,Australia,0.0,True
8852e4,Thailand,187.06,False
39d30e,France,219.47,False
801750,India,158.71,False
00aa58,South Africa,50.93,False
c821c1,New Zealand,25.72,True
490688,Portugal,84.98,False
0d10e3,Mexico,237.27,False
ab4ae9,United States,268.74,False
3c7878,Germany,250.04,False
4690e4,Greece,214.57,False
3c4b30,Germany,176.56,False
4b5da6,Switzerland,4.63,True
4690e2,Greece,222.58,False
3c786b,Germany,0.0,True
4b5da7,Switzerland,0.0,True
3c786c,Germany,0.0,True
4690e1,Greece,199.97,False
3c4b34,Germany,131.61,False
4b5da8,Switzerland,8.23,True
3c4b29,Germany,94.78,False
3c4b28,Germany,4.12,True
e49f5b,Brazil,176.75,False
39e68c,France,80.91,False
3c6544,Germany,247.3,False
3c6542,Germany,219.24,False
a4bf41,United States,260.4,False
3c7889,Germany,240.46,False
3c4b45,Germany,127.48,False
3c654d,Germany,225.15,False
80179b,India,127.78,False
ab9a5b,United States,236.16,False
7c6c97,Australia,1.54,True
0d10ec,Mexico,222.29,False
7c6c96,Australia,248.18,False
739261,Israel,48.37,False
7c6c90,Australia,224.59,False
3c6550,Germany,224.19,False
3c4b2c,Germany,276.93,False
40825f,United Kingdom,214.3,False
7c6c99,Australia,86.36,False
7cb016,Australia,43.22,False
408260,United Kingdom,214.64,False
39e686,France,134.28,False
3c4b49,Germany,182.55,False
aba1c9,United States,188.78,False
801785,India,81.81,False
0d10fe,Mexico,251.83,False
801788,India,177.95,False
39e680,France,263.95,False
4b5daf,Switzerland,0.0,True
4b5dae,Switzerland,0.0,True
80044b,India,203.27,False
80177b,India,111.61,False
778821,Syrian Arab Republic,278.48,False
80177e,India,112.17,False
e48c30,Brazil,172.15,False
a008c5,United States,258.53,False
39e692,France,70.94,False
800462,India,240.24,False
800463,India,125.91,False
e49312,Brazil,240.46,False
3443cc,Spain,16.46,False
40823c,United Kingdom,153.56,False
801792,India,16.46,True
3c4b4c,Germany,197.59,False
3c4b4b,Germany,216.11,False
7c49b7,Australia,77.31,False
abb595,United States,261.79,False
78206e,China,73.32,False
addb47,United States,257.81,False
3c171b,Germany,0.0,True
a235a5,United States,112.36,False
c01040,Canada,275.02,False
488304,Poland,64.54,False
80047c,India,98.37,False
c01074,Canada,249.55,False
4aca06,Sweden,236.05,False
3c64a6,Germany,1.03,True
3c64a3,Germany,221.94,False
4aca09,Sweden,227.38,False
3c64a8,Germany,235.64,False
0a001a,Algeria,130.5,False
0a0049,Algeria,234.11,False
3c64ac,Germany,65.73,False
0a0045,Algeria,270.1,False
4080ea,United Kingdom,0.0,True
4aca13,Sweden,243.6,False
4aca12,Sweden,232.06,False
4aca14,Sweden,236.9,False
4aca0b,Sweden,65.93,False
3c64aa,Germany,158.18,False
4aca0a,Sweden,226.81,False
4080f9,United Kingdom,209.69,False
8016a3,India,118.27,False
0a008e,Algeria,100.24,False
0a008f,Algeria,199.68,False
0a008c,Algeria,175.05,False
0a008d,Algeria,218.98,False
4aca65,Sweden,267.01,False
4aca69,Sweden,160.23,False
8016a7,India,203.19,False
7c6c24,Australia,153.36,False
4aca70,Sweden,69.9,False
4aca73,Sweden,219.52,False
7c1ca2,Australia,4.89,True
71040c,Saudi Arabia,183.36,False
71040b,Saudi Arabia,284.17,False
76b864,Singapore,76.15,False
4aca6c,Sweden,189.42,False
8016b5,India,140.54,False
e491f0,Brazil,252.67,False
02a1ac,Tunisia,146.09,False
e491f1,Brazil,208.8,False
02a1ab,Tunisia,213.07,False
471fa9,Hungary,229.17,False
846a16,Japan,110.87,False
a15e70,United States,219.11,False
4aca46,Sweden,224.72,False
440352,Austria,138.98,False
471fa1,Hungary,6.43,True
471fa2,Hungary,220.45,False
a1fbb2,United States,162.83,False
380e7a,France,0.0,True
02a1b1,Tunisia,210.84,False
471fa0,Hungary,220.97,False
471fac,Hungary,244.6,False
76b86b,Singapore,252.86,False
471faa,Hungary,245.18,False
76b86d,Singapore,235.36,False
c07cf6,Canada,166.11,False
0a0086,Algeria,222.75,False
44033e,Austria,240.9,False
c81c33,New Zealand,39.1,False
4aca4f,Sweden,161.87,False
8015c5,India,250.57,False
702c09,Bangladesh,91.82,False
ac7e1c,United States,249.01,False
a4bef6,United States,229.12,False
8015bc,India,207.45,False
a39e8e,United States,200.08,False
a8de10,United States,253.11,False
a3f579,United States,190.11,False
8015d3,India,169.38,False
a2d573,United States,231.76,False
3cc7fe,Germany,204.44,False
39d1a8,France,91.46,False
47b1e8,Norway,50.0,False
8a0374,Indonesia,196.2,False
494142,Portugal,182.51,False
0180b6,Libyan Arab Jamahiriya,187.77,False
8015a4,India,246.44,False
494141,Portugal,124.05,False
781a4b,China,84.18,False
8015a7,India,173.62,False
3d71f3,Germany,103.96,False
702c25,Bangladesh,8.75,True
8015a5,India,230.29,False
3994cf,France,146.86,False
78213b,China,148.83,False
39e4ac,France,170.1,False
e0b111,Argentina,138.04,False
a1c88f,United States,0.0,True
8015b8,India,186.92,False
4a08e9,Romania,240.46,False
885312,Thailand,213.18,False
885311,Thailand,251.57,False
4080f1,United Kingdom,229.38,False
4080df,United Kingdom,204.99,False
c07193,Canada,231.18,False
4a08e7,Romania,2.83,True
0a0018,Algeria,136.19,False
4a08e6,Romania,205.72,False
4080de,United Kingdom,218.74,False
7c71f7,Australia,139.99,False
494116,Portugal,187.44,False
8015fc,India,263.63,False
494111,Portugal,182.74,False
769104,Singapore,156.59,False
494110,Portugal,123.22,False
769102,Singapore,163.21,False
896c17,United Arab Emirates,150.76,False
4080e1,United Kingdom,217.93,False
4080e2,United Kingdom,206.32,False
885308,Thailand,252.27,False
885303,Thailand,238.03,False
494117,Portugal,205.5,False
0d115a,Mexico,0.0,True
896c22,United Arab Emirates,162.75,False
ab5257,United States,280.75,False
896c23,United Arab Emirates,150.85,False
7c6af3,Australia,91.61,False
0a0024,Algeria,226.93,False
4b28aa,Switzerland,32.43,False
896c28,United Arab Emirates,154.23,False
896c24,United Arab Emirates,161.76,False
7c6aef,Australia,144.08,False
0d116a,Mexico,183.13,False
7c6ae5,Australia,0.0,False
8015e2,India,89.53,False
a45bfa,United States,271.89,False
34324f,Spain,232.69,False
3981e3,France,56.98,False
aa580e,United States,194.53,False
4080c1,United Kingdom,162.78,False
0180a4,Libyan Arab Jamahiriya,201.18,False
a858b7,United States,61.49,False
0180a1,Libyan Arab Jamahiriya,236.25,False
758436,Philippines,229.03,False
782189,China,328.52,False
88530f,Thailand,155.19,False
0d0a9a,Mexico,177.67,False
8015f0,India,171.01,False
88530b,Thailand,223.37,False
88530e,Thailand,125.11,False
39348e,France,223.12,False
8015ee,India,170.89,False
4a08ea,Romania,224.31,False
3981eb,France,141.35,False
4a08ec,Romania,222.41,False
4b15a2,Switzerland,267.3,False
4a08eb,Romania,224.59,False
885314,Thailand,0.0,True
885315,Thailand,237.27,False
4bae41,Turkey,209.55,False
861ed6,Japan,196.4,False
e48b66,Brazil,229.8,False
4bc859,Turkey,223.87,False
e48b65,Brazil,236.6,False
4bc856,Turkey,220.42,False
4bc854,Turkey,217.87,False
4009c8,United Kingdom,169.4,False
4bc852,Turkey,213.79,False
4bc853,Turkey,220.41,False
4bc84e,Turkey,219.63,False
4b15d7,Switzerland,7.2,True
4bc84a,Turkey,83.58,False
4b15d8,Switzerland,8.23,True
4401e4,Austria,197.73,False
3c6635,Germany,182.72,False
3c6634,Germany,191.27,False
0d111a,Mexico,248.81,False
0d1130,Mexico,253.26,False
861ebc,Japan,321.54,False
7103dd,Saudi Arabia,218.92,False
70203e,Bangladesh,149.58,False
3fa16a,Germany,1.15,False
861ef8,Japan,122.14,False
4b15ed,Switzerland,4.12,True
4b15ee,Switzerland,211.5,False
408183,United Kingdom,82.24,False
4b15ef,Switzerland,78.98,False
408181,United Kingdom,185.05,False
72867a,Iraq,152.65,False
3c6655,Germany,3.6,True
4bc847,Turkey,220.96,False
c08497,Canada,249.26,False
4bc843,Turkey,184.86,False
1427d9,Russian Federation,27.8,False
4bc842,Turkey,215.67,False
72866b,Iraq,215.29,False
0d1151,Mexico,119.35,False
0d1154,Mexico,144.05,False
3c7982,Germany,207.75,False
c06a82,Canada,217.42,False
4401f7,Austria,238.92,False
4bc88c,Turkey,237.41,False
4bc88b,Turkey,223.7,False
a1ea32,United States,226.56,False
4bc899,Turkey,241.59,False
8638b0,Japan,7.46,True
a8de56,United States,265.58,False
8518ae,Japan,183.88,False
aa457b,United States,217.63,False
3946e5,France,242.76,False
4bc88e,Turkey,63.73,False
4bc88f,Turkey,87.2,False
8518d0,Japan,1.29,True
39d307,France,252.81,False
4bc89a,Turkey,70.81,False
0d0a04,Mexico,253.56,False
39d301,France,236.41,False
a5cbf3,United States,259.26,False
ac7e15,United States,254.64,False
a3573a,United States,70.45,False
4bc883,Turkey,224.63,False
4bc884,Turkey,202.69,False
4bc882,Turkey,222.58,False
7103d7,Saudi Arabia,247.01,False
e48b6f,Brazil,149.53,False
344501,Spain,257.19,False
8518f2,Japan,182.98,False
4bc889,Turkey,215.91,False
4bc887,Turkey,223.96,False
4787a0,Norway,224.63,False
4009d9,United Kingdom,251.04,False
abf09e,United States,255.36,False
4bc885,Turkey,211.35,False
4bc890,Turkey,222.08,False
73806c,Israel,215.06,False
3c6469,Germany,133.21,False
80186e,India,194.64,False
73806f,Israel,135.16,False
801878,India,255.21,False
c058b4,Canada,231.89,False
801883,India,234.49,False
3c01c3,Germany,168.12,False
400877,United Kingdom,2.57,True
7820a3,China,202.74,False
a5ef0e,United States,6.43,True
4b5d9f,Switzerland,0.0,True
4b5d9e,Switzerland,0.64,True
4068f5,United Kingdom,91.13,False
3c6473,Germany,123.91,False
39dc20,France,43.29,False
7c6d78,Australia,0.0,True
4b5d9c,Switzerland,0.32,True
a58c35,United States,218.91,False
738061,Israel,229.48,False
a54fee,United States,158.67,False
c058d5,Canada,161.89,False
a3795a,United States,0.0,True
c07b05,Canada,0.0,True
a449e5,United States,172.34,False
4068e1,United Kingdom,0.0,True
4b0f08,Switzerland,103.51,False
801864,India,198.0,False
a676c4,United States,151.69,False
44009e,Austria,136.69,False
80052d,India,203.28,False
3c648d,Germany,69.94,False
390988,France,42.19,False
0d0e5e,Mexico,252.81,False
3c6495,Germany,112.83,False
3c6494,Germany,8.75,True
c058be,Canada,87.1,False
4bb46f,Turkey,264.16,False
3c6497,Germany,172.83,False
4b1616,Switzerland,152.27,False
4b1617,Switzerland,0.0,True
4b1618,Switzerland,181.25,False
3c6424,Germany,0.0,True
86d996,Japan,2.83,True
c080db,Canada,0.0,True
440062,Austria,240.9,False
7820e7,China,265.39,False
3c6422,Germany,210.28,False
44004f,Austria,13.89,True
e49206,Brazil,102.91,False
7c6d9f,Australia,5.92,True
44003a,Austria,230.43,False
7c6d9d,Australia,237.05,False
702096,Bangladesh,69.45,False
7c6d9c,Australia,92.27,False
151dd0,Russian Federation,69.13,False
702097,Bangladesh,114.35,False
7c6d9a,Australia,228.14,False
151dd2,Russian Federation,3.34,True
87c002,Japan,117.66,False
440047,Austria,73.48,False
738050,Israel,253.98,False
151dd9,Russian Federation,27.7,False
0d0e04,Mexico,247.92,False
738054,Israel,212.87,False
738052,Israel,13.38,True
440052,Austria,58.68,False
440051,Austria,130.17,False
70207e,Bangladesh,0.0,False
738058,Israel,1.03,True
738057,Israel,199.52,False
738055,Israel,230.07,False
151dce,Russian Federation,229.95,False
3c6433,Germany,215.48,False
3c6449,Germany,246.05,False
8a04f5,Indonesia,230.8,False
7c6d8e,Australia,237.87,False
44006e,Austria,0.0,True
3c6448,Germany,184.79,False
7c6d8d,Australia,205.09,False
44006c,Austria,258.42,False
7c6d8c,Australia,216.7,False
3c6446,Germany,5.92,True
84106c,Japan,130.84,False
0d0e14,Mexico,208.18,False
7583a8,Philippines,151.93,False
7c747b,Australia,0.0,False
440083,Austria,95.34,False
a1b0c6,United States,98.3,False
87cc0b,Japan,169.37,False
7583a2,Philippines,233.67,False
151dfd,Russian Federation,40.74,False
ad675f,United States,191.65,False
400896,United Kingdom,160.18,False
440080,Austria,0.77,True
484fde,Kingdom of the Netherlands,110.59,False
4b161e,Switzerland,237.57,False
3c6442,Germany,231.73,False
8a04e4,Indonesia,223.58,False
7583ae,Philippines,4.89,True
151df2,Russian Federation,1555.8,False
4b1620,Switzerland,254.61,False
0d0e21,Mexico,251.18,False
3c644e,Germany,189.03,False
7c6d7f,Australia,7.72,True
7c6d7e,Australia,243.05,False
3c644b,Germany,217.68,False
7c6d95,Australia,247.2,False
4856c9,Kingdom of the Netherlands,65.02,False
440073,Austria,207.23,False
7c6d92,Australia,228.22,False
e80042,Chile,213.16,False
7c6d91,Australia,4.63,True
70209e,Bangladesh,300.47,False
44b0c3,Belgium,152.71,False
40087a,United Kingdom,211.73,False
3c6451,Germany,4.12,True
800582,India,240.05,False
a280c7,United States,32.23,False
00a11e,South Africa,254.15,False
7c6d99,Australia,79.23,False
7c6d97,Australia,215.16,False
a0b823,United States,257.58,False
a0b820,United States,0.0,True
8a064c,Indonesia,0.51,True
758533,Philippines,145.68,False
a0e086,United States,259.87,False
4b0f84,Switzerland,57.03,False
398065,France,41.11,False
aa9d6e,United States,190.39,False
adaef6,United States,97.32,False
8a0637,Indonesia,167.33,False
00acab,South Africa,232.96,False
44001c,Austria,205.41,False
8a061d,Indonesia,244.09,False
44001a,Austria,215.78,False
8960f4,United Arab Emirates,247.85,False
495170,Portugal,209.91,False
8960f9,United Arab Emirates,246.62,False
3dd474,Germany,58.03,False
500205,San Marino,151.38,False
7c6d2f,Australia,0.0,True
a5dc31,United States,89.94,False
8960ee,United Arab Emirates,531.93,False
0d0ce0,Mexico,241.64,False
500213,San Marino,240.77,False
8a060e,Indonesia,239.15,False
8840ee,Thailand,257.5,False
49514c,Portugal,76.14,False
49514d,Portugal,204.89,False
4b0f8e,Switzerland,140.72,False
49514f,Portugal,264.11,False
a78fcf,United States,198.5,False
47c1f7,Norway,232.56,False
a0a545,United States,1.8,True
49514a,Portugal,251.92,False
49514b,Portugal,233.27,False
7c6d37,Australia,231.79,False
8004a6,India,6.17,True
7c6d32,Australia,221.99,False
7c6d31,Australia,226.47,False
a03b25,United States,167.01,False
84bb13,Japan,174.22,False
735829,Islamic Republic of Iran,4.12,True
8017a2,India,219.33,False
344195,Spain,161.51,False
8a0605,Indonesia,225.21,False
a15b05,United States,244.88,False
c03f85,Canada,246.92,False
495145,Portugal,228.09,False
495146,Portugal,236.17,False
7c6d24,Australia,0.0,True
495148,Portugal,116.06,False
495149,Portugal,249.0,False
440c32,Austria,192.8,False
440c38,Austria,5.14,True
500215,San Marino,92.35,False
500214,San Marino,210.24,False
151f11,Russian Federation,205.67,False
400804,United Kingdom,176.39,False
5001d3,San Marino,155.36,False
8003b2,India,205.69,False
4246b3,United Kingdom,214.75,False
4246b2,United Kingdom,231.51,False
8016e7,India,127.47,False
5001d4,San Marino,217.87,False
89611a,United Arab Emirates,277.8,False
4b027e,Switzerland,258.29,False
47c1c2,Norway,205.68,False
a748bc,United States,0.45,True
4b0281,Switzerland,80.45,False
782246,China,104.43,False
0d0cb1,Mexico,220.92,False
a0427e,United States,3.6,False
405638,United Kingdom,170.51,False
7c6bc0,Australia,180.45,False
4006c4,United Kingdom,262.97,False
8016c5,India,150.5,False
4891b2,Poland,229.76,False
8016af,India,183.17,False
8016ad,India,193.93,False
a0b889,United States,266.96,False
