icao24,origin_country,velocity,on_ground
4bc8cc,Turkey,0.06,True
3c65d2,Germany,249.0,False
4bc8ca,Turkey,257.02,False
e8021f,Chile,187.43,False
3455c1,Spain,253.81,False
aa30cf,United States,70.72,False
a94b2b,United States,8.23,True
3c65c8,Germany,253.77,False
a94b2e,United States,257.36,False
acc14a,United States,61.43,False
a69b9a,United States,180.2,False
ad41cd,United States,5.4,True
a45b96,United States,254.93,False
e8022a,Chile,237.02,False
3c65ce,Germany,237.92,False
80169d,India,260.7,False
a127bb,United States,207.55,False
46b82b,Greece,259.3,False
a8f5cd,United States,66.72,False
c0226c,Canada,208.49,False
a5d28c,United States,229.86,False
e80246,Chile,13.89,False
3c65d5,Germany,175.04,False
a04424,United States,193.93,False
a8a87e,United States,248.76,False
3c65cc,Germany,225.8,False
c07bc7,Canada,223.37,False
c81d1b,New Zealand,41.18,False
a785e3,United States,66.92,False
a6eb1e,United States,62.76,False
c0220d,Canada,275.82,False
ab89c7,United States,95.26,False
c07bbe,Canada,192.93,False
46b832,Greece,283.34,False
0c4186,Dominican Republic,94.6,False
46b833,Greece,152.6,False
a091d5,United States,201.55,False
ad8a80,United States,47.37,False
ac2f18,United States,257.7,False
acc161,United States,44.39,False
a114f4,United States,187.16,False
a94b29,United States,197.6,False
a5958c,United States,79.23,False
a72552,United States,127.62,False
a8584a,United States,234.49,False
a5f87d,United States,43.81,False
861f00,Japan,299.17,False
a83e49,United States,257.13,False
a2973d,United States,46.2,False
aa099e,United States,246.58,False
a0f4b5,United States,216.57,False
867fac,Japan,241.7,False
ab1628,United States,180.58,False
c02e91,Canada,205.78,False
0c414f,Dominican Republic,191.01,False
aa3ce7,United States,128.19,False
e492ff,Brazil,128.97,False
851958,Japan,137.87,False
44022d,Austria,252.38,False
a96518,United States,79.6,False
a247f0,United States,0.0,True
a0311d,United States,161.05,False
a57b8b,United States,203.38,False
aa56f8,United States,162.26,False
a8a82f,United States,0.0,True
c82443,New Zealand,48.33,False
440224,Austria,8.23,True
a928e2,United States,211.45,False
ac2f37,United States,254.85,False
a94b08,United States,235.11,False
a29748,United States,220.54,False
47b0e7,Norway,4.12,True
a247e7,United States,48.23,False
c80a22,New Zealand,47.55,False
e80204,Chile,212.59,False
a7bbb2,United States,229.3,False
a2ba48,United States,202.38,False
aa441e,United States,56.82,False
a3a4cb,United States,31.9,False
7c4990,Australia,73.19,False
a5475e,United States,45.39,False
7cf9f9,Australia,143.65,False
a4c4aa,United States,197.19,False
3980a3,France,60.15,False
a0e1e8,United States,241.85,False
c03517,Canada,225.83,False
7c498f,Australia,134.63,False
a4276a,United States,51.22,False
c8243a,New Zealand,202.48,False
a617e9,United States,100.33,False
7c1c55,Australia,1.29,True
a71dc2,United States,71.0,False
a41447,United States,149.61,False
a38a2e,United States,230.5,False
885221,Thailand,180.38,False
7c7cc6,Australia,64.21,False
a03197,United States,25.31,False
ab774b,United States,187.17,False
c0481c,Canada,252.18,False
a7d705,United States,251.27,False
a2cd61,United States,194.57,False
ac2db7,United States,77.62,False
a71db6,United States,211.29,False
c8244b,New Zealand,91.95,False
c8244c,New Zealand,126.15,False
a52d5d,United States,54.04,False
a00929,United States,200.49,False
a39113,United States,195.57,False
a6a429,United States,159.81,False
accd10,United States,219.65,False
4aca89,Sweden,0.0,True
e0b244,Argentina,225.52,False
a091f3,United States,200.43,False
e07583,Argentina,0.0,True
7c2f4f,Australia,90.96,False
a1a131,United States,34.11,False
a91700,United States,191.45,False
c02207,Canada,258.58,False
4aca93,Sweden,98.82,False
84d28e,Japan,180.92,False
7cf9c5,Australia,217.9,False
ac7103,United States,243.92,False
aaf4d3,United States,44.25,False
a70aa1,United States,184.54,False
a0dadb,United States,221.94,False
ac47de,United States,147.22,False
75833a,Philippines,220.12,False
a0316d,United States,77.27,False
a53473,United States,57.95,False
a724ab,United States,124.77,False
ab7781,United States,215.3,False
86d5c3,Japan,209.79,False
e49eeb,Brazil,221.68,False
e49eed,Brazil,224.31,False
e49eef,Brazil,205.68,False
c81d9d,New Zealand,213.27,False
861e78,Japan,149.2,False
86d5b6,Japan,236.22,False
8014de,India,122.01,False
e49ef1,Brazil,210.88,False
86ced2,Japan,242.44,False
e49ef3,Brazil,7.46,True
ac6a24,United States,31.82,False
471f8e,Hungary,235.68,False
ac2dea,United States,207.43,False
86cec5,Japan,115.32,False
a40d8d,United States,178.14,False
49530b,Portugal,0.0,False
e0b255,Argentina,239.04,False
a6670c,United States,266.45,False
aa929c,United States,278.77,False
75831c,Philippines,80.52,False
a39d9b,United States,242.45,False
ad0766,United States,214.23,False
adb7b8,United States,182.39,False
758306,Philippines,235.66,False
758305,Philippines,227.67,False
a94b72,United States,201.27,False
a40d7a,United States,227.13,False
a65408,United States,239.77,False
a94b6b,United States,206.7,False
495306,Portugal,212.87,False
a64d16,United States,204.96,False
a33afd,United States,207.3,False
c04829,Canada,249.88,False
ac1ad7,United States,1.8,True
ac21af,United States,5.4,True
a3b7f4,United States,8.75,True
c04826,Canada,129.79,False
e49ed4,Brazil,234.07,False
48597e,Kingdom of the Netherlands,11.32,True
a4bdb9,United States,256.77,False
a00938,United States,99.31,False
471f6e,Hungary,201.63,False
a4012b,United States,7.85,False
e49ed5,Brazil,182.23,False
ace74e,United States,217.65,False
a39d95,United States,236.28,False
a1a14b,United States,90.87,False
c2bcdd,Canada,123.73,False
ac712d,United States,216.72,False
344455,Spain,236.47,False
aa0909,United States,189.4,False
4a2022,Romania,276.62,False
471f69,Hungary,248.27,False
a964f1,United States,250.08,False
a296b6,United States,259.2,False
a2f9c0,United States,158.17,False
0d122a,Mexico,3.09,True
3c6749,Germany,98.96,False
aae267,United States,207.62,False
7c6a8c,Australia,227.11,False
a6a482,United States,42.78,False
a7d78a,United States,1.54,True
471f64,Hungary,246.7,False
a09322,United States,7.72,True
471f65,Hungary,69.88,False
a5d1f7,United States,5.66,True
471f63,Hungary,235.42,False
a4b1fe,United States,79.51,False
a87a58,United States,73.44,False
acd2be,United States,3.09,True
0d0b4b,Mexico,248.61,False
7809a6,China,244.29,False
a6a47a,United States,82.11,False
a6a47f,United States,183.75,False
e49369,Brazil,246.19,False
8a03a6,Indonesia,265.75,False
471f4a,Hungary,230.57,False
344446,Spain,228.53,False
a1bfb2,United States,123.28,False
0d123a,Mexico,219.5,False
3c5428,Germany,70.25,False
e4803d,Brazil,242.35,False
471f70,Hungary,253.04,False
aa2a7f,United States,11.32,True
3c674a,Germany,7.72,True
a03ce6,United States,0.0,True
440cf8,Austria,212.3,False
a76154,United States,285.57,False
a964fe,United States,74.36,False
a16ff1,United States,236.38,False
c0701b,Canada,45.3,False
a1c6a8,United States,275.12,False
471f5c,Hungary,234.2,False
601103,Kyrgyzstan,286.03,False
3c5421,Germany,66.08,False
ac82f8,United States,110.47,False
a63a9f,United States,65.88,False
7809b9,China,285.16,False
408062,United Kingdom,235.26,False
7809aa,China,211.08,False
4520c4,Bulgaria,219.4,False
a28fb4,United States,225.25,False
a9046d,United States,232.6,False
a8947e,United States,233.58,False
c87f25,New Zealand,62.19,False
0d0b89,Mexico,192.21,False
408051,United Kingdom,238.57,False
408052,United Kingdom,228.44,False
c07c7a,Canada,0.51,True
a7b13b,United States,14.4,True
ada54a,United States,27.34,False
3c542d,Germany,228.56,False
a069fd,United States,57.27,False
3c542c,Germany,201.75,False
a831e5,United States,163.72,False
344416,Spain,220.5,False
c07c92,Canada,186.5,False
0d0b92,Mexico,226.02,False
a2ccae,United States,244.39,False
a594fa,United States,153.89,False
7c1c03,Australia,62.77,False
c87f3f,New Zealand,87.56,False
0d0b13,Mexico,90.56,False
3c6709,Germany,258.85,False
3c6708,Germany,86.02,False
3c6707,Germany,27.27,True
a043ec,United States,239.14,False
a88d47,United States,233.06,False
440cc1,Austria,228.75,False
a1fc3b,United States,237.37,False
ad3b91,United States,58.15,False
a83dce,United States,69.76,False
a57af9,United States,232.19,False
aa2a54,United States,246.98,False
3c6713,Germany,269.55,False
471f36,Hungary,229.54,False
3c6712,Germany,309.26,False
3c6711,Germany,242.63,False
a41fd4,United States,159.12,False
440cac,Austria,0.0,True
3c6716,Germany,220.56,False
a51a76,United States,149.54,False
471f31,Hungary,235.82,False
a23675,United States,194.72,False
a8e420,United States,54.64,False
a82aa8,United States,3.09,True
7809f0,China,117.29,False
801613,India,234.0,False
0d1218,Mexico,234.76,False
a10f9d,United States,232.01,False
471f01,Hungary,138.51,False
a7878f,United States,230.57,False
c02cf1,Canada,239.96,False
a63a5c,United States,48.69,False
a22318,United States,206.65,False
a163c2,United States,200.85,False
a0a6e9,United States,290.58,False
3c670b,Germany,262.99,False
e07542,Argentina,70.37,False
a426a5,United States,11.32,True
3c670d,Germany,267.04,False
3c670c,Germany,262.66,False
ac9709,United States,5.14,True
a6eacf,United States,243.44,False
a08021,United States,195.01,False
0d121b,Mexico,198.67,False
a3560b,United States,174.17,False
7c4920,Australia,271.48,False
c81ce5,New Zealand,54.79,False
aa8ab2,United States,204.13,False
a09357,United States,71.75,False
3c671a,Germany,4.89,True
a27cb9,United States,63.87,False
0d1233,Mexico,145.28,False
408092,United Kingdom,264.99,False
a64163,United States,5.14,True
a65490,United States,207.32,False
a176eb,United States,66.94,False
aa9440,United States,65.46,False
a6b6ad,United States,75.09,False
a7d6a8,United States,222.02,False
c81ab7,New Zealand,7.72,True
a4d97e,United States,169.98,False
a60652,United States,60.2,False
a666cd,United States,102.39,False
a83f30,United States,164.63,False
ad572a,United States,128.55,False
ac2412,United States,254.75,False
a666d0,United States,154.87,False
c02ed9,Canada,235.62,False
a1a0cb,United States,48.12,False
ad9db0,United States,248.06,False
80175a,India,116.82,False
7c7f6f,Australia,13.42,False
505cea,Slovakia,223.42,False
aa9433,United States,68.65,False
7c6c52,Australia,0.9,True
a47662,United States,54.3,False
ad07bf,United States,0.0,True
ac3751,United States,0.0,True
801772,India,143.05,False
c07e32,Canada,222.55,False
c07e33,Canada,216.31,False
a8a93a,United States,39.8,False
a8592c,United States,186.41,False
c02ec7,Canada,247.31,False
3c6599,Germany,8.75,True
ac97e3,United States,146.8,False
4cc269,Iceland,8.23,True
a41ffc,United States,60.33,False
a4bf95,United States,210.98,False
408228,United Kingdom,249.65,False
aa57e6,United States,218.65,False
abea11,United States,187.91,False
c08543,Canada,153.53,False
a08057,United States,0.06,True
abadd6,United States,258.86,False
ab9a32,United States,191.55,False
abc7e9,United States,189.11,False
c0853f,Canada,6.69,True
ae14a2,United States,116.65,False
a413b9,United States,57.09,False
ad574f,United States,1.29,False
c07e62,Canada,234.37,False
a283f4,United States,68.17,False
a1f025,United States,181.54,False
ac2439,United States,161.75,False
4690fa,Greece,225.95,False
710411,Saudi Arabia,261.17,False
a97925,United States,37.51,False
abfd39,United States,174.45,False
a6065d,United States,196.77,False
7c7f4b,Australia,3.09,True
a2d3b3,United States,240.17,False
ad9db8,United States,6.17,True
a7e9e7,United States,235.92,False
0d0b02,Mexico,183.95,False
0d0b05,Mexico,55.53,False
a40cc1,United States,57.85,False
a7130c,United States,224.09,False
ab5dfa,United States,179.65,False
a46310,United States,193.9,False
c035d4,Canada,221.56,False
8a01af,Indonesia,230.38,False
a4b354,United States,45.3,False
8852e1,Thailand,213.77,False
a1acdb,United States,219.46,False
8852e2,Thailand,251.73,False
a76cc0,United States,176.71,False
a64cdb,United States,241.74,False
7c6c33,Australia,5.14,True
a809f5,United States,133.92,False
ac377b,United States,80.45,False
3c6548,Germany,149.83,False
e0b0c5,Argentina,5.4,True
a65fb5,United States,82.83,False
aae465,United States,141.19,False
ab4ae9,United States,221.54,False
a2107b,United States,225.61,False
4690e4,Greece,285.97,False
3c7879,Germany,220.73,False
4b5da5,Switzerland,2.57,True
4b5da8,Switzerland,0.0,True
407b8f,United Kingdom,200.65,False
3c4b27,Germany,248.98,False
a45051,United States,137.06,False
ac1d5d,United States,63.87,False
a1780c,United States,61.46,False
aba1a0,United States,244.29,False
ab4af1,United States,244.56,False
ae4a10,United States,52.39,False
ac245c,United States,269.08,False
3c4b2d,Germany,265.41,False
ab0485,United States,1.29,True
a4503d,United States,199.47,False
a4bf41,United States,259.77,False
ac0a58,United States,215.21,False
3c654a,Germany,221.01,False
0d10ec,Mexico,82.6,False
a7b169,United States,170.71,False
3c4b35,Germany,241.56,False
7c6c94,Australia,227.29,False
7c6c90,Australia,237.2,False
a58f3a,United States,36.58,False
7c6c99,Australia,236.47,False
40825d,United Kingdom,234.55,False
a5a9e6,United States,65.34,False
39e689,France,0.0,True
ad4461,United States,180.2,False
a3ecc8,United States,0.0,True
00878f,South Africa,220.13,False
39e683,France,161.98,False
ad444d,United States,0.0,True
a05823,United States,154.34,False
0d10fd,Mexico,196.61,False
a0808f,United States,195.81,False
0d10fe,Mexico,251.51,False
a52cc8,United States,167.57,False
4a2aac,Romania,227.12,False
801786,India,270.29,False
c821f8,New Zealand,139.7,False
3c6566,Germany,83.85,False
a9b4de,United States,229.06,False
3c6565,Germany,251.39,False
a72621,United States,52.87,False
3c6564,Germany,248.02,False
a2106b,United States,199.39,False
80177d,India,7.72,True
acd4d7,United States,191.8,False
a5cc19,United States,142.65,False
a5cc15,United States,241.46,False
a4bf67,United States,46.95,False
a5cc13,United States,151.19,False
a2c0bb,United States,99.66,False
a5cc12,United States,150.41,False
a3fffc,United States,4.12,False
ac71dd,United States,192.71,False
801793,India,232.81,False
a3ecce,United States,78.22,False
4cc27c,Iceland,220.11,False
a3a65f,United States,259.49,False
3443cc,Spain,16.46,False
e49314,Brazil,146.49,False
a65fcb,United States,39.38,False
801792,India,191.04,False
ac247a,United States,245.06,False
758403,Philippines,148.98,False
a9c98f,United States,38.65,False
3443d4,Spain,74.19,False
ac22fb,United States,130.4,False
846a34,Japan,66.17,False
a7b0c4,United States,136.13,False
8a0301,Indonesia,240.22,False
adf54f,United States,198.61,False
3443d3,Spain,70.45,False
a02b2d,United States,45.7,False
c0104f,Canada,251.41,False
0ac3f9,Colombia,5.14,True
a8dcee,United States,212.63,False
a45091,United States,262.83,False
a2ce01,United States,277.94,False
a7003d,United States,99.0,False
a368b4,United States,39.35,False
a84699,United States,183.34,False
a4a095,United States,7.46,True
0d10ac,Mexico,180.83,False
a235b7,United States,279.87,False
c01049,Canada,146.85,False
a34ea0,United States,94.08,False
a3ee0b,United States,258.45,False
a3f500,United States,190.78,False
80047c,India,228.52,False
ad42fa,United States,41.18,False
a17847,United States,240.79,False
a09ed4,United States,73.16,False
aa7a83,United States,237.15,False
abb59e,United States,190.23,False
abb59f,United States,177.97,False
a27e21,United States,134.95,False
3c64af,Germany,71.33,False
aa8164,United States,149.72,False
a8f6ef,United States,208.2,False
aa9493,United States,165.96,False
0a0045,Algeria,199.37,False
e491c3,Brazil,209.08,False
e49dff,Brazil,135.07,False
4aca15,Sweden,211.65,False
a08bb4,United States,208.09,False
4aca14,Sweden,5.14,True
a6ec9c,United States,184.19,False
a3b8e1,United States,12.86,True
a008fe,United States,172.22,False
addb4a,United States,234.84,False
e491af,Brazil,266.5,False
4080f9,United Kingdom,266.45,False
a7000a,United States,203.66,False
a9663a,United States,53.11,False
4aca64,Sweden,246.84,False
ad928e,United States,211.17,False
ad928d,United States,234.49,False
a9530b,United States,39.25,False
a7000b,United States,88.93,False
4aca65,Sweden,246.1,False
a04597,United States,41.95,False
a45ba2,United States,198.84,False
a7133f,United States,0.0,True
aa7a61,United States,201.73,False
7c2fe7,Australia,251.92,False
a71359,United States,132.28,False
7c6c27,Australia,209.42,False
a6ec56,United States,164.86,False
a5cc4c,United States,252.16,False
0a0093,Algeria,231.38,False
a40e43,United States,47.37,False
a64cef,United States,211.86,False
a27e88,United States,114.58,False
a222b2,United States,227.77,False
c02f6a,Canada,7.72,True
a2bb10,United States,225.01,False
ac370b,United States,6.43,True
a1657c,United States,49.52,False
4aca76,Sweden,185.35,False
a7132b,United States,33.59,False
ad9293,United States,280.38,False
a89fda,United States,156.59,False
ab172f,United States,52.5,False
a9af3e,United States,171.37,False
a6ff74,United States,164.88,False
a7cfe3,United States,4.12,True
a6a3c2,United States,249.89,False
a40e30,United States,104.76,False
a475a3,United States,173.16,False
a40e1c,United States,245.6,False
abfd00,United States,201.55,False
c82315,New Zealand,79.22,False
e48afd,Brazil,3.86,True
471fa9,Hungary,249.21,False
a355b1,United States,10.8,True
aa7a3c,United States,8.75,True
a929f4,United States,46.49,False
a90fcb,United States,126.79,False
a929f5,United States,96.21,False
471fa2,Hungary,198.77,False
471fa7,Hungary,232.37,False
0a0074,Algeria,275.94,False
abc7a3,United States,271.52,False
76b86b,Singapore,273.14,False
471faa,Hungary,238.7,False
a7134b,United States,3.34,True
aa2abc,United States,174.05,False
471fae,Hungary,242.7,False
a9af29,United States,244.3,False
a88ccf,United States,248.99,False
a1fba0,United States,71.79,False
505ce6,Slovakia,223.86,False
ac3731,United States,197.43,False
c81c31,New Zealand,81.92,False
4a08a5,Romania,223.53,False
a69baa,United States,201.61,False
ad68ba,United States,0.0,True
a3a5ec,United States,213.62,False
ad4eb5,United States,209.47,False
a2ce7d,United States,208.29,False
3c64fa,Germany,239.07,False
a8de10,United States,0.51,False
acce0e,United States,42.98,False
a3e248,United States,69.98,False
a3f579,United States,202.55,False
acce00,United States,61.12,False
ac48f2,United States,191.19,False
8a036b,Indonesia,0.0,True
a582bb,United States,226.52,False
a27260,United States,98.11,False
a475de,United States,195.42,False
abae2c,United States,178.71,False
e0744e,Argentina,113.39,False
84c068,Japan,11.32,True
ab4b34,United States,219.05,False
ab786d,United States,43.92,False
c81c56,New Zealand,41.41,False
aa4535,United States,46.75,False
8015cd,India,88.98,False
a39e7d,United States,214.64,False
a2ce83,United States,184.48,False
a5dee3,United States,215.86,False
a33bf5,United States,41.87,False
7c71a4,Australia,89.73,False
a64e67,United States,67.66,False
a21bea,United States,146.71,False
a3db5e,United States,215.83,False
a69bcd,United States,254.61,False
a2e87e,United States,191.19,False
a69bd9,United States,237.25,False
aaa86c,United States,172.87,False
a76224,United States,235.29,False
adb8c0,United States,41.92,False
a858f3,United States,3.86,True
ac1bb2,United States,118.21,False
8015a7,India,224.83,False
ab5e6c,United States,209.14,False
8015a5,India,272.68,False
a39e6b,United States,0.0,True
a6b868,United States,164.13,False
aa3e35,United States,38.84,False
ac1bba,United States,89.53,False
a64e7e,United States,222.67,False
ad4eba,United States,203.38,False
a1c88f,United States,78.26,False
aaa893,United States,0.45,True
782159,China,256.07,False
ac22c5,United States,226.52,False
ad4ef7,United States,63.18,False
a38b9d,United States,48.33,False
ac7e6d,United States,5.66,True
0a0018,Algeria,263.49,False
7c2496,Australia,129.37,False
4a08e7,Romania,218.48,False
3c64c6,Germany,248.79,False
e0b149,Argentina,274.7,False
a3b8f5,United States,229.94,False
abae62,United States,244.69,False
885306,Thailand,94.33,False
885308,Thailand,266.8,False
0d115a,Mexico,254.18,False
885301,Thailand,251.35,False
a39289,United States,227.63,False
05a0a6,Maldives,241.0,False
ad8b20,United States,220.38,False
ac8577,United States,236.74,False
873312,Japan,276.06,False
e491a9,Brazil,56.08,False
a3a5d9,United States,224.06,False
ab5e9b,United States,258.5,False
abb54f,United States,250.42,False
0d116a,Mexico,220.76,False
3c4ad9,Germany,281.16,False
3c4ad7,Germany,253.04,False
7c6ae0,Australia,129.4,False
8015e5,India,2.83,True
a45bfa,United States,8.75,True
a6b833,United States,0.0,True
a52e50,United States,299.52,False
3c64f0,Germany,243.15,False
3c64f7,Germany,215.43,False
a64e2a,United States,216.31,False
4080bb,United Kingdom,269.24,False
a52e54,United States,210.38,False
75840b,Philippines,103.31,False
ac7e90,United States,263.18,False
addb24,United States,62.5,False
05a0ac,Maldives,186.75,False
05a0af,Maldives,278.34,False
0180a6,Libyan Arab Jamahiriya,109.59,False
ad9e7a,United States,225.56,False
0d117c,Mexico,52.08,False
a64204,United States,0.0,True
a63b0a,United States,128.76,False
a057b6,United States,34.0,False
782189,China,279.23,False
a4c5d8,United States,239.68,False
ac7264,United States,38.71,False
ad9e73,United States,78.26,False
0d0a9a,Mexico,232.63,False
a64208,United States,0.0,True
88530d,Thailand,12.2,False
4080b6,United Kingdom,258.65,False
a38b84,United States,224.08,False
a6b81a,United States,185.59,False
acd552,United States,196.7,False
4b15a2,Switzerland,247.75,False
3c64ee,Germany,258.56,False
885315,Thailand,3.6,True
a89597,United States,207.51,False
e48b65,Brazil,199.38,False
e4923f,Brazil,101.06,False
4bc852,Turkey,119.57,False
a99b5f,United States,238.83,False
a63b9d,United States,78.45,False
e49246,Brazil,119.18,False
4b15d6,Switzerland,256.16,False
3c6635,Germany,6.43,True
a94bfc,United States,205.92,False
a94bff,United States,221.37,False
a0e431,United States,281.71,False
e4924a,Brazil,201.9,False
aae391,United States,210.2,False
0d1130,Mexico,219.51,False
0d1138,Mexico,233.55,False
ada64d,United States,206.32,False
a14ab2,United States,8.75,True
aa92fb,United States,246.76,False
a07a08,United States,100.13,False
0d112e,Mexico,257.46,False
a03dbf,United States,67.18,False
c06a7a,Canada,230.51,False
a9f204,United States,88.5,False
0d1146,Mexico,240.16,False
a1fd03,United States,196.81,False
ad4395,United States,213.4,False
0d113a,Mexico,163.42,False
ad4390,United States,188.68,False
4b15db,Switzerland,211.07,False
c08497,Canada,209.1,False
4bc848,Turkey,173.65,False
a8826d,United States,55.49,False
a8d231,United States,210.16,False
a9a2b4,United States,84.35,False
a057eb,United States,267.55,False
a7b25c,United States,30.77,False
a7ab85,United States,53.54,False
0d1151,Mexico,209.78,False
861ede,Japan,189.36,False
c06a88,Canada,254.19,False
841b6a,Japan,247.45,False
c06a80,Canada,36.01,True
4bc88d,Turkey,71.82,False
aa2b79,United States,184.36,False
738c06,Israel,319.67,False
a582f9,United States,220.43,False
a9aebc,United States,209.51,False
